varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,n_replicates,relative_delta_med,relative_delta_p10,relative_delta_p90
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,alpha_q0,5,21.71985815602837,16.172310370013527,22.4331550802139
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,alpha_q1,5,14.31373298696124,10.293704958576555,16.035363308791542
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,alpha_q2,5,9.692343241538502,6.839453458601492,12.130653627389972
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,mean_bray_curtis,5,-1.7287381830824367,-1.8888047819717908,-1.3397462987074145
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,mean_jaccard,5,-3.566886296826551,-4.271659133650401,-2.945797967043826
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,mean_occupancy,5,21.719858156028376,16.17231037001352,22.43315508021391
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,mean_sorensen,5,-5.838449259131264,-6.7245052675436625,-4.585783343275203
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,alpha_q0,5,7.092198581560281,4.774091283469827,7.790309512234646
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,alpha_q1,5,2.918355873695182,1.964451559931189,3.5822992188642844
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,alpha_q2,5,1.59314228581899,1.0560140362882013,2.121525050950541
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,mean_bray_curtis,5,-0.24029592095650884,-0.28460228202056964,-0.19942891567761328
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,mean_jaccard,5,-0.7819604696485258,-0.8813722116037781,-0.21784994585241718
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,mean_occupancy,5,7.092198581560286,4.774091283469831,7.790309512234641
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,mean_sorensen,5,-1.313254941872813,-1.4567452743657707,-0.3687589033809283
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,alpha_q0,5,9.58677685950414,7.08171067149451,10.5398414685023
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,alpha_q1,5,4.308110065502848,3.2389837752612447,5.128400430391725
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,alpha_q2,5,2.3965970099936906,1.827170409355574,3.1693425789759786
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,mean_bray_curtis,5,-0.39592381893574535,-0.4699895993245216,-0.2738813214603131
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,mean_jaccard,5,-1.1968959078409998,-1.3051973885081187,-0.4684321294043429
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,mean_occupancy,5,9.586776859504134,7.081710671494511,10.539841468502297
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,mean_sorensen,5,-1.8884722427108906,-2.1737891476351057,-0.7584818094398763
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,alpha_q0,5,44.54148471615719,41.85148027561141,45.95430238210989
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,alpha_q1,5,23.59346347523473,22.746547698613945,23.953762467350426
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,alpha_q2,5,14.58465729475072,13.942997064539814,15.215980682044497
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,gamma,5,85,80.52307692307693,89.49956709956709
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,mean_bray_curtis,5,-0.19865099410618015,-0.25646607867592186,0.3651697140813867
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,mean_jaccard,5,2.557983540511209,1.1094021681673882,3.2824264228049493
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,mean_occupancy,5,-22.394785703233786,-23.35275682547541,-20.97286322077203
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,mean_sorensen,5,4.150114959258333,1.8128108153873999,5.315538690019952
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,alpha_q0,5,7.254901960784313,6.165543524898419,7.567216427875424
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,alpha_q1,5,2.7507393749043927,2.2982927993043365,2.885406947499603
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,alpha_q2,5,1.4596133310165624,1.192992985001826,1.612022453375773
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,gamma,5,41.333333333333336,35.169230769230765,43.993506493506494
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,mean_bray_curtis,5,0.09024509989893742,-0.002884585382744234,0.12202550279297622
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,mean_jaccard,5,1.1232744347111268,0.9178091926117613,1.4901976512443604
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,mean_occupancy,5,-24.901799503122273,-25.403314963417262,-20.971925033136912
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,mean_sorensen,5,1.777908213370944,1.4877935620580351,2.38340326511966
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,alpha_q0,5,64.36681222707423,61.44039776885995,68.87311618862421
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,alpha_q1,5,42.63560985670409,39.958893948354,45.025439563617425
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,alpha_q2,5,29.466961259586775,27.56639295601033,30.790034063374165
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,gamma,5,93.33333333333333,91.61538461538461,98.96103896103895
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,mean_bray_curtis,5,-0.4279761501227876,-0.6614348197750541,0.2684286413805564
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,mean_jaccard,5,1.2697032926204155,0.4844376209666854,2.1655580745962575
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,mean_occupancy,5,-14.608025132086244,-17.8969879230768,-13.465602508946168
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,mean_sorensen,5,2.1058764742839333,0.851474473658278,3.5558496384554505
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,alpha_q0,5,18.72549019607844,16.283221019156507,20.218412790068207
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,alpha_q1,5,7.902006789451909,7.0836820206743845,8.63052641794404
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,alpha_q2,5,4.438393854501552,4.09904755819932,4.978324644708215
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,gamma,5,66.25,54.41558441558442,67.46666666666667
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,mean_bray_curtis,5,0.0568116332585581,0.032713197973901056,0.27179900616122865
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,mean_jaccard,5,2.5810462358716855,1.3569015284928994,2.805590262298985
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,mean_occupancy,5,-27.895612393428987,-29.252973862330094,-24.20434267174144
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,mean_sorensen,5,4.147483166116393,2.203449292805519,4.472060773751717
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q0,5,26.63755458515284,24.059021730900273,29.32766164316966
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q1,5,12.451558592635688,10.976731621873558,13.621352930248435
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q2,5,7.395844217161237,6.528409523517951,8.057967390804253
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,gamma,5,73.33333333333333,65.42564102564101,75.3603896103896
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_bray_curtis,5,0.08815652362007106,-0.022700681766420122,0.29764767904993483
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_jaccard,5,2.869912123478035,1.6043421292147375,3.292716267937708
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_occupancy,5,-26.408010012515643,-26.84652492038348,-24.700706476905893
